Timestamp,Concentration (or best guess),Secondary (if applicable),Graduation Year,Prior CS background:,Do you have plans to take any CS courses in the future?,Are you interested in getting a:,Are you interested in pursuing a job with a quantitative focus after graduation?,"Have you ever considered taking a computer science course? If not, why not? If you have considered it, why did you decide not to take it?","In your opinion, should some programming knowledge be a requirement for graduation? If not, why not? If so, why?",What three words best describe a computer science concentrator at Harvard?,What made you decide to take your first CS course?,What were your impressions of CS students before you took your first class? After?,How accessible was the professor of this class?,How accessible were the teaching fellows of this class?,"Do you think you’ll take another CS class? If so, why? If not, why not?",How good are you at programming compared to others in the CS classes you've taken?,How good are you at CS theory compared to others in the CS classes you've taken?,What CS classes have you taken or are currently taking?,What is your estimated concentration GPA?,How many years have you been programming?,How often do you go to office hours on average for your CS classes?,How often do you think the average CS student goes to office hours?,How accessible are professors in your CS classes?,How accessible are teaching fellows in your CS classes?,How often do you interact with your CS class course staff?,How involved do you feel with the CS community at Harvard?,"Do you consider yourself a member of any tech student organizations on campus? If yes, specify which ones.",How easy is it to find partners to work with on psets or final projects?,Are there any specific classes in which finding partners has been hard?,How have you met people to work on class material with?,I like CS because it gives me a tool to make a difference in other areas I care about.,I like CS because I am interested in the CS problems I get to think about and solve.,"If you are a sophomore, junior, or senior, what did you do last summer?",How stressful is the process of finding a summer internship/job?,"Have you ever been referred to a tech internship or full-time position? If so, how many times?","Do you have a role model and/or mentor in CS? If so, who? ",Do you feel like you need more support in CS from:,What three words would you use to describe a computer science concentrator?,What will you most likely pursue after graduation?,What type of graduate school are you interested in?,What subfield in tech industry would you be interested in working in?,What gender do you identify with,What race(s) do you identify with?,"By your estimates, is there a gender gap in enrollment in CS classes?","If yes, what factors (related or unrelated to college) do you think cause this gap?","If yes, what is the impact of this gender gap on your experience of CS at Harvard? "
4/7/2017 20:09:35,Computer Science,,2018,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,2,1,"CS50, CS51, CS121, CS124, CS179, CS182",2.35,4,Never,At least once a week,2,5,At least once a week,1,"Yes (1), unspecified",3,No,"Piazza, but mostly existing connections. In labs if classes have them (51)",4,2,QA Intern in Boston,5,0 - never been referred,Not really,"Advisors, Teaching Staff, Professors, Mentors","Smart, technical, problem-solver","Tech Industry (includes all roles - software, PM, etc.)",,"Web or mobile development (frontend), Web or mobile development (backend), Product Management, Graphics / Design, Image processing / VR",Male,Caucasian,4,Women may be deterred by the gap and have that as a sign they should be in another program. Workspace gaps are similar and they may be afraid about being accepted at technical companies after graduation.,None
4/7/2017 20:26:34,Computer Science,Neurobiology,2020,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,3,3,"CS51, CS61",,5,3-8 times a semester,3-8 times a semester,3,5,3-8 times a semester,4,Harvard Computer Society,3,N/A,"Office Hours, Friends",5,5,Game Development Intern at Valve,4,1,Margo,"Advisors, Mentors","Diligent, dedicated, busy",Uncertain,,,Female,Asian,3,N/A,N/A
4/7/2017 22:17:09,Comparative Literature,,2018,Never taken CS at Harvard,No,Neither of the above,Yes,"No time in schedule (pre-med), but I wish my stat classes spent more time teaching R",Absolutely; there is virtually no field (even in humanities!) that doesn't have the potential for data analysis as a tool for research.,"Busy, San Francisco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Caucasian,4,Combination of Harvard CS culture + high school STEM experiences,n/a
4/7/2017 22:23:33,WGS,Gov,2018,Never taken CS at Harvard,No,Neither of the above,No,Too hard,no,"geeky, stressed, tryhard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Caucasian,5,Lack of mentors,No people to ask questions of
4/7/2017 23:46:19,Computer Science,Linguistics,2019,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,4,2,"CS50, CS51, CS61, CS121, CS124",3.55,5,At least once a week,At least once a week,3,4,3-8 times a semester,3,Nope,4,Nope,"Friends of friends, random introductions",4,4,Traveling with the Harvard Krokodiloes on our 2016 World Tour,5,0 - never been referred,Nope,"Teaching Staff, Mentors","Sleep-deprived, determined, resourceful","Tech Industry (includes all roles - software, PM, etc.)",,"Web or mobile development (frontend), Web or mobile development (backend), Product Management, Machine Learning / Artificial Intelligence, Graphics / Design, Security Engineering, Image processing / VR, Uncertain",Male,"Black or African American, Caucasian",4,Less emphasis on girls getting involved in math/science/tech stuff from an early age,"No big impact since despite the gender gap, there are enough women for me to interact with in CS, and gender doesn't really have much of an impact at all on my CS experience at Harvard"
4/8/2017 1:47:24,History,,2017,Never taken CS at Harvard,Yes,Neither of the above,No,Yes,"No, but there should be an available option to fulfill the quantitative gen-ed requirement other than CS50 and CS1 - specific language classes like Python, for example","arrogant, awkward, obsessive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Asian,5,"Hostile or unwelcoming environment in classes, cultural barriers",I would prefer to teach myself than experience the stress of taking a class
4/8/2017 1:54:52,Computer Science,Economics,2018,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,3,3,"CS50, CS51, CS124, CS182, Stat110, CS109",3.9,3,At least once a week,At least once a week,4,4,At least once a week,2,No,4,No,Roommates,5,4,Game Development at What Pumpkin Studios,5,3 or more,"Jesse Zhang, CS 124 TF; Evan Yao, CS 124 TF","Advisors, Mentors","sleepless, enduring, analytical","Tech Industry (includes all roles - software, PM, etc.)",,"Product Management, Business development / growth hacking, Machine Learning / Artificial Intelligence",Male,Asian,4,"historical, cultural perception",not too significant
4/8/2017 7:42:51,Mechanical Engineering,Computer Science (possibly),2020,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,Previous interest and experience from high school.,Very involved.  Sort of flashy.  Want others to know that they are involved.,2,3,Yes.  I am still interested in furthering my knowledge in CS.,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Caucasian,4,"The ""flashiness"" is not as appealing to girls.  Most girls don't just start programming on their own unlike many boys who get involved at a young age through computer and video games.","For those in CS, sometimes it makes it difficult to find help or to collaborate on a project.  People don't always want to work with women because they are seen as outliers and are presumed to be less experienced.  It always allows those who are sort of interested but still unsure to fall through the cracks because their is no one available to reach out, support, and encourage them to just dive in and try it."
4/8/2017 10:32:17,HDRB,,2017,Never taken CS at Harvard,No,Neither of the above,No,"Yes, and I watched some videos of CS50 online and did some of the easier psets. However, i realized the process of CS was not particularly for me. ",I think it would be good for equipping students with more useful tools but not everyone would appreciate the requirement ,"Hardworking, Intelligent, Quirky ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Asian,4,Socialization,Less encouraging to do CS
4/8/2017 12:42:09,history of science,global health and health policy,2017,Never taken CS at Harvard,No,Neither of the above,No,no because the intro class is several hundred people and I am not good with computers,"probably, just to have more technical skills; if I were required to do something like, I would probably not like it but very much appreciate it",i've no idea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Caucasian,3,i really don't know,none
4/8/2017 12:59:20,Mathematics,Computer Science,2017,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,"I learned to program a little bit in high school and really enjoyed it, so I wanted to learn more.","I didn't really have any strong impression of CS students before my first class, but afterwards my impression pretty much matched up with the ""brogrammer"" image.",1,4,"I can't take another CS class at Harvard since I'm graduating this semester, but I'm doing a grad program in math and CS next year where I'll be taking more CS classes!",,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Caucasian,4,"Unrelated to college: girls aren't socialized at a young age to play around with computers and technology as much as boys, so by the time we all get to college the men have more background in CS, which makes women feel like they aren't good enough/don't belong in CS classes. Also the tech industry (where many people in CS go after college) is known as a very hostile environment for women, which I think keeps a lot of us from choosing it as a path. Related to college: the introductory CS courses here in particular idolize this image of a stereotypically male hacker/programmer/bro which I think is not only alienating to those who don't fit that description or feel uncomfortable in that sort of environment, but is also not at all an accurate indicator of what computer science is actually about. I know women who never took CS again after CS50 because they thought that was what all CS was like, which is really a shame. Also, male students who do come in with more experience in CS (and even ones who don't) can have rather show-offy and competitive attitudes that make women feel uncomfortable and excluded.","I certainly haven't enjoyed the gender gap in CS at Harvard, partially because it is harder to find people to work with and partially because I feel like I have to work harder and do better to be taken seriously as a female CS student. I have had experiences where men in my CS class who knew nothing about my background or skill level would not let me work with them on problem sets or group assignments because they said I ""couldn't handle the work"" or, more confusingly, ""wouldn't like their work environment"". (I have also been told that being excluded was ""for my own good"".) I don't really feel like I fit into the typical CS class demographic/environment, which is a large part of why I chose not to concentrate in CS even though it's one of the subjects I most love to study."
4/8/2017 13:18:02,Computer Science,,2020,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,5,3,"CS20, CS50, CS51",3.67,2,Never,3-8 times a semester,3,5,3-8 times a semester,3,No,4,No,Mostly friends that happen to be in the same class as me,5,5,N/A,3,1,No,None of the above,"Cool, smart, legendary","Tech Industry (includes all roles - software, PM, etc.)",,"Web or mobile development (backend), Product Management, Business development / growth hacking, Systems engineering, Uncertain",Male,Caucasian,4,The stigma around women in STEM,"Not really a huge personal impact, but I think that more can be done to make women feel more comfortable taking STEM classes"
4/8/2017 14:14:21,Computer Science,VES,2019,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,4,3,"CS20, CS50, CS61",3.7,3,1-2 times a semester,3-8 times a semester,3,3,1-2 times a semester,3,Harvard Computer Society,3,Don't usually seek out partners.,Have not worked with partners.,4,5,Systems Administration Intern at Bullhorn Inc (Boston),2,2,No,Advisors,Learns computer science,"Tech Industry (includes all roles - software, PM, etc.)",,"Web or mobile development (frontend), Web or mobile development (backend), Machine Learning / Artificial Intelligence, Security Engineering",Male,Caucasian,2,"The gap is not too bad in classes here, but it is very noticeable at work. I don't think that traditional tech workplace culture/atmosphere helps foster gender diversity.","It has not directly impacted me at Harvard or work, but I think that tech culture could be more inclusive in some aspects, and this would make a noticeable difference for all."
4/8/2017 14:41:40,psychology,VES,2017,Never taken CS at Harvard,No,Neither of the above,Yes,"No, I am not particularly interested in it. I think it is very useful, especially for my research interests, but I will cover it in grad school. ",Yes. It would make me do it. ,"Cool, popular, smart",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,"Caucasian, Hispanic or Latino",2,I think its getting a lot better with advocacy organizations generating momentum and a general shift in the industry to accept more women. ,No effect. I don't CS. 
4/8/2017 15:55:10,Applied Math,Psych,2018,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,CS50,hardworking/corporate-focuses; same,3,5,unsure due to scheduling conflicts,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Asian,4,same STEM gender gap - women drop out upon entering college due to lack of initial support/perceptions of an already-male-dominated industry they have no chance in,n/a has not influenced my decision to not concentrate in cs due to course interests
4/8/2017 17:09:45,Computer Science,Psychology / MBB,2018,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,4,3,"CS50, CS51, CS61, CS121, CS124, CS181, CS182, Stat110, CS164",3.75,2.5,At least once a week,3-8 times a semester,3,4,At least once a week,4,"SummerCamp, Dorm Room Fund",4,CS50,Largely by accident,5,4,Software engineering intern at bridgewater,5,3 or more,No :( ,Mentors,"Sleep-deprived, intense, intelligent","Tech Industry (includes all roles - software, PM, etc.)",,"Web or mobile development (frontend), Web or mobile development (backend), Product Management, Business development / growth hacking, Machine Learning / Artificial Intelligence",Male,Caucasian,3,"bias, leaky pipeline, microagressions, cultural norms, etc etc etc",it doesn't set the standard for how CS could be in the future productively 
4/8/2017 18:06:34,Computer Science,Economics,2018,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,3,2,"CS50, CS51, CS121, CS124, CS143, CS179, CS181, CS182, Stat110",3.6,3,Never,1-2 times a semester,1,1,1-2 times a semester,1,Engineers Without Borders,4,No,Yes,5,5,PM @ Microsoft (Tokyo),5,2,No,"Peers, Advisors, Teaching Staff, Professors, Mentors","Overworked, Ambitious, Mathy","Tech Industry (includes all roles - software, PM, etc.)",,"Product Management, Business development / growth hacking, Machine Learning / Artificial Intelligence, Security Engineering",Male,Asian,4,Social norms & expectations,"I haven't really noticed any consequences from a gender gap--I still get to meet female students in my classes, both CS and non-CS."
4/8/2017 20:13:13,Psychology,English,2019,Never taken CS at Harvard,No,Neither of the above,No,Yes-I thought it would be too hard,No because not all people will need it for their respective careers,"smart, hard-working, exhausted",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Caucasian,3,not sure,It just makes me think that males like computer science more than females
4/8/2017 20:39:06,computer science,,2020,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,4,3,"CS50, CS51",3.75,2,3-8 times a semester,1-2 times a semester,2,5,At least once a week,2,WECode kind of,2,CS51,people I know from other classes,4,5,n/a,4,0 - never been referred,a tutor from a summer program I participated in,"Peers, Advisors, Teaching Staff","dedicated, smart, masochistic","Tech Industry (includes all roles - software, PM, etc.)",,"Web or mobile development (frontend), Product Management, Business development / growth hacking, Machine Learning / Artificial Intelligence, Graphics / Design",Female,Asian,4,"societal conception of computer science as being a job for men, and the fact that many people start coding when they are quite young, at an age when girls are especially sensitive to societal pressures","I feel like I get looked down upon as a girl and people often don't trust that I know what I'm doing, even if I do."
4/8/2017 21:10:26,Computer Science,,2020,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,3,2,"CS50, CS51",3.67,0.5,1-2 times a semester,3-8 times a semester,3,5,At least once a week,1,wics,3,no,just from being freshmen idk,2,5,n/a,5,0 - never been referred,my teammate ,None of the above,lots of psets,"Tech Industry (includes all roles - software, PM, etc.)",,Uncertain,Female,Caucasian,4,interest? ,literally none 
4/8/2017 23:38:58,Computer Science,Neurobiology,2018,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,3,3,"CS124, CS164",3.45,2.5,At least once a week,At least once a week,3,4,1-2 times a semester,1,No.,4,No.,I work with friends I met in social situations who just happened to study CS as well (there are many).,5,5,Some front-end web development for a small company part-time and research at Harvard Medical School part-time.,4,0 - never been referred,No.,"Peers, Advisors",code math exhaustion,"Graduate School (includes all types - business school, grad school, med school, etc.)",Neurobiology,,Male,Black or African American,4,I have no clue.,I don't know. I've never really thought about it.
4/9/2017 0:41:38,Computer Science,,2018,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,2,2,"CS50, CS61, CS124, CS134, CS179",3.5,1.5,At least once a week,At least once a week,3,5,At least once a week,4,"yes, HSA Dev",1,CS124,yes,5,5,business development at energy startup,4,1,david malan,"Peers, Advisors, Teaching Staff, Professors, Mentors","bold, hardworking, different","Tech Industry (includes all roles - software, PM, etc.)",,"Web or mobile development (backend), Product Management, Business development / growth hacking",Male,Caucasian,3,historical stereotypes,limited
4/9/2017 11:19:53,Computer Science,Global Health and Health Policy,2018,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,3,2,"CS124, CS134",3.68,2.5,At least once a week,3-8 times a semester,1,2,At least once a week,3,WiCS,3,Not particularly,"previous CS classes, CS50",4,3,Software Eng Intern at Facebook,5,3 or more,Not particularly... Maybe Margo Seltzer,"Advisors, Professors, Mentors","stressed, hard-working, busy","Tech Industry (includes all roles - software, PM, etc.)",,"Web or mobile development (frontend), Product Management, Machine Learning / Artificial Intelligence, Image processing / VR",Female,Caucasian,4,"Prior experience, how welcoming the concentration is, interactions with other CS students.","It's deterred me from fully applying myself to the concentration, doing well when I've doubted myself."
4/9/2017 11:59:06,Computer Science,,2020,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,4,3,"CS50, CS51",,6,1-2 times a semester,1-2 times a semester,3,5,1-2 times a semester,4,HCS,5,No,Yes,5,4,N/A (freshman),5,0 - never been referred,N/A,"Advisors, Professors",intelligent impactful dedicated,"Tech Industry (includes all roles - software, PM, etc.)",,"Web or mobile development (frontend), Web or mobile development (backend), Machine Learning / Artificial Intelligence, Hardware / Embedded Systems, Security Engineering, Systems engineering",Male,Asian,3,Primary school education (differing encouragement for STEM in general),Unclear
4/9/2017 13:16:50,Economics,Statistics,2018,Never taken CS at Harvard,Yes,Neither of the above,Yes,"I have considered taking CS50, but am weighing the pros and cons of taking the class.","I think it might be useful, but a lot of Stat classes would also fulfill this requirement.","Applicable, Technology-based, Useful",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Caucasian,4,Historical context and the gap of gender equality in employment,It has not had an effect
4/9/2017 18:43:10,Computer Science,Math,2019,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,4,4,"CS50, CS51, CS121, CS124",,2,At least once a week,At least once a week,3,5,3-8 times a semester,2,Applied Math Society,4,No,Personal interactions,3,5,Harvard Summer School Proctor,5,1,No,"Advisors, Teaching Staff, Professors, Mentors","Sleep-deprived, stressed, under-appreciated ",Uncertain,,,Male,Hispanic or Latino,4,Lack of diverse faculty,Lacking diversity in SEAS creates a vicious cycle
4/9/2017 20:03:21,Computer Science,WGS,2017,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,4,2,"CS20, CS50, CS51, CS61, CS121, CS124, CS181, CS182, Stat110",3.7,7,At least once a week,1-2 times a semester,3,4,Never,4,No,2,all of them :(,Office hours,5,4,Software Engineering Intern at Google,5,1,No :(,"Peers, Advisors, Teaching Staff, Professors, Mentors","stressed, tired, stressed","Graduate School (includes all types - business school, grad school, med school, etc.)",science research,,Female,Caucasian,3,"Confidence, exposure to cs, support","Confidence,  support"
4/9/2017 21:47:27,Math and Computer Science,,2017,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,4,4,"CS50, CS51, CS121, CS124, CS134, CS181",3.85,3,3-8 times a semester,1-2 times a semester,4,5,At least once a week,3,No,3,CS 124,friends of riends,5,4,startup intern,5,1,n/a,"Advisors, Professors",hardworking cool awesome,Uncertain,,,Male,Asian,4,cultural and institutional,not much to be honest
4/10/2017 0:48:47,Electrical Engineering,Computer Science,2018,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,Interest to try Corinne ,Respect for the amount of time spent troubleshooting ,3,3,"Yes, to explore more curriculums in cs",,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Caucasian,3,  N/A,N/A
4/10/2017 9:00:36,HDRB,,2020,Never taken CS at Harvard,No,Neither of the above,No,"No I have never considered taking a CS course because I am not interested in the subject matter, but I am still interested in learning at some point. ",Yes because it is very relevant to today's job market.,"analytical, distracted, start-up",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Asian,4,Not sure,"A large majority of my guy friends are involved in CS but fewer girl friends, so the people that end up working together on psets have different dynamics. "
4/10/2017 11:25:44,Government and Computer Science,,2020,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,4,3,"CS50, CS51",N/A (freshman),5,1-2 times a semester,3-8 times a semester,1,5,At least once a week,4,HackHarvard and WiCS,3,No,"We were already friends, so we worked together",5,4,N/A (freshman),5,2,"Role models are Grace Hopper, Ruthe Farmer, Courtney Thurston","Peers, Teaching Staff","Fun, perceptive, intelligent",Both tech industry and government/public sector,,,Female,Asian,4,"Not having other people of the same gender in classes, the general lack of support for trial/error and making mistakes in CS","At one point I decided that I wouldn't concentrate in CS, but realized I liked coding too much to leave. I think part of this was feeling like there weren't a lot of people like me in my CS classes"
4/10/2017 17:06:03,Computer Science + Math,,2019,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,4,4,"CS61, CS124, CS161, CS 287",3.85,8,1-2 times a semester,3-8 times a semester,4,4,3-8 times a semester,4,Developers for Development,4,N/A,"Mutual acquaintances, Piazza",5,5,CS Research with Sasha Rush at Harvard,4,0 - never been referred,Sasha Rush,Professors,N/A,"Graduate School (includes all types - business school, grad school, med school, etc.)","PhD, Machine Learning",,Male,Caucasian,4,Men are awful,bad
4/10/2017 20:22:48,Computer Science + Philosophy,,2019,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,4,4,CS124,3.8,2,At least once a week,3-8 times a semester,2,4,At least once a week,4,Harvard Computer Society,3,CS50 (was a freshman/didn't know anyone),"Previous classes, computer society, office hours",5,5,Software Engineering Intern at startup,4,0 - never been referred,no,"Professors, Mentors","Useful, challenging, helpful",Uncertain,,,Male,Asian,2,n/a,n/a
4/10/2017 22:45:24,Computer Science,,2018,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,5,1,"CS50, CS51, CS121, CS124, CS182, Stat110",3.5,7,3-8 times a semester,3-8 times a semester,3,5,3-8 times a semester,4,WiCS,4,"CS50, CS121, CS124",friends from outside class,5,5,Quant Trading Intern at Optiver,2,1,Jim Waldo,"Teaching Staff, Mentors","dedicated, logical, antisocial","Tech Industry (includes all roles - software, PM, etc.)",,Product Management,Female,Asian,4,social norms and messaging from the media,harder to find pset partners and feel like a part of the cs community
4/10/2017 23:56:15,Applied Math,,2020,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,"CS50 was hyped up as a really good first course to cs, and it had very high production value.",They're cool,1,3,I am currently taking another cs course because I heard cs51 was better.,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Asian,4,"Culture and media, lack of women in prominent positions, general misogyny in cs/tech community (see uber, google, etc.)",Because I am male I am not impacted by this gender gap. 
4/11/2017 14:36:23,Computer Science,Math,2018,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,3,5,"CS50, CS51, CS61, CS121, CS124, CS181, CS182, Stat110, CS224",3.6,4,3-8 times a semester,3-8 times a semester,4,5,3-8 times a semester,2,No,2,CS61,Friends or friends of friends,4,5,Software Engineering Intern at Cadence Design Systems,4,1,No,"Advisors, Mentors","Stressed, sleep deprived, fun","Tech Industry (includes all roles - software, PM, etc.)",,"Product Management, Machine Learning / Artificial Intelligence, Security Engineering, Systems engineering",Male,Caucasian,3,Social pressure on women,Not significant
4/11/2017 20:36:05,CS,Math?,2018,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,5,4,"CS61, CS121, CS124, CS161, CS181, CS182, Stat110, Various 200-level classes",3.86,9,3-8 times a semester,At least once a week,5,5,At least once a week,4,No,4,181 a bit,"In person, Piazza",3,5,Software Engineering Intern at Google,2,3 or more,Margo Seltzer,"Peers, Mentors",computer science concentrator,"Graduate School (includes all types - business school, grad school, med school, etc.)",CS PhD,,Male,Asian,3,"Brogrammer culture, over-gamification of classes, overt sexism, libertarianism","It has not negatively affected my personal experience, but I am not a girl"
4/12/2017 10:48:53,Computer Science,,2018,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,Curiosity,I thought they were hardcore nerdy. They were super chill and fun!,2,5,Yes I've taken tons! I loved the material and skills I've gained!,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Caucasian,3,Societal norms.,It really hasn't been much of an impact
4/12/2017 10:51:05,Computer Science,,2017,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,3,2,"CS50, CS51, CS61, CS121, CS124, CS161, CS181, Stat110",3.67,3,1-2 times a semester,1-2 times a semester,4,4,At least once a week,2,Teaching staff of 51/61,4,51 when I took it 3 years ago,Mutual friends,5,3,Software Engineering Intern at Microsoft,3,1,Allison Buchholz-Au ('16),None of the above,"cross-disciplinary, motivated, sleepy","Tech Industry (includes all roles - software, PM, etc.)",,"Web or mobile development (frontend), Web or mobile development (backend), Product Management, Security Engineering, Systems engineering",Male,Caucasian,3,"The general stigma of women in CS; Harvard's old boys club nature; in recent years increasing amounts of people who have prior experience, which men are more likely to be encouraged to then women; the difficulty of our CS concentration + course structure essentially requires (either by virtue of partner psets or not) group work, which disenfranchises women and underrepresented minorities because others tend to be biased against them in finding groups.","It's disappointing to have such a disparity (~25% women I think). It makes me less engaged in the CS community (aka, almost totally unengaged outside of taking and teaching classes), because the kind of environment spawned by such a big gap is not one I want to be in. I think there's also so much more that could be done in linking the CS program with other departments and work outside of tech, which is discouraged by a concentration so heavily leaning male, which leads to heavily leaning to a few companies."
4/12/2017 11:25:51,Computer Science and Statistics,,2018,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,3,3,"CS50, CS51, CS121, CS124, CS181, CS182, Stat110",,3,At least once a week,3-8 times a semester,3,4,At least once a week,2,Harvard Ventures,5,No,Roommates mostly,5,3,Data Analyst intern at Pharos Labs,4,2,CS50 Duck Debugger,Professors,"psets, all-nighters, psets","Tech Industry (includes all roles - software, PM, etc.)",,"Product Management, Machine Learning / Artificial Intelligence",Male,Asian,3,"I think interest in computer science is often tied to interest in PC-games, and I'm not sure about the statistics on this, but I believe fewer women play PC-games. Additionally, I've heard that women, more than men, tend to consider themselves underqualified for job positions for which they don't meet all of the listed requirements (while men tend to apply if they meet about half of the requirements). In a similar vein, women might feel discouraged from trying new areas of study, like CS, because of similar (erroneous) feelings of underqualification.  ","Overall, I feel like I know more men than women at Harvard, but I don't think the gender gap in CS is to blame. "
4/12/2017 11:32:46,English,Computer Science,2017,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,I thought I might want to concentrate in CS.,"Before: nerdy, but like me. After: nerdy, but like me.",4,5,"I'm taking one now, but I'm graduating, so I won't be taking any more.",,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Black or African American,3,"Cultural perception of SWE as a male industry (fueled, in part, by the fact that most CS professors are male, and the only female professors I've seen taught easier classes that were more ""CS concepts"" than CS), women being culturally trained from a young age to dislike math paired with the perception that CS is akin to math, and a culture of competition among males (some with poor social skills, esp. in dealing with females) that tends to be unattractive to females.","Though I'm aware of it, it's certainly meant that women don't fit my stereotype of a CS student, so that I'm lightly surprised when I learn that a woman is a CS concentrator. Since I'm not a woman, I don't think it was a huge factor in my decision to not concentrate in CS, but maybe studying CS would have looked somewhat different to me if more women were involved in shaping the culture."
4/12/2017 12:48:17,Computer Science,Economics,2017,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,1,1,"CS20, CS50, CS51, CS121, CS124, CS134, CS143, CS179, CS181, CS182, Stat110",3,2,Never,3-8 times a semester,4,4,1-2 times a semester,1,No,1,All,Class,4,4,APM intern at Google,3,1,Bill Gates,"Peers, Advisors, Teaching Staff, Professors, Mentors","Hard-working, smart, forward-looking","Tech Industry (includes all roles - software, PM, etc.)",,"Product Management, Machine Learning / Artificial Intelligence",Male,Hispanic or Latino,3,I don't know,Wish there were more women
4/12/2017 13:18:20,Computer Science,Physics,2020,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,4,3,"CS61, CS161",,5,3-8 times a semester,3-8 times a semester,5,5,At least once a week,5,HURC,3,161,yes,5,5,N/A,4,0 - never been referred,no,None of the above,computer science concentrator,"Tech Industry (includes all roles - software, PM, etc.)",,"Business development / growth hacking, Machine Learning / Artificial Intelligence, Hardware / Embedded Systems, Graphics / Design, Security Engineering, Image processing / VR, Systems engineering",Male,Caucasian,4,social norms,not much
4/12/2017 13:28:04,computer science,astrophysics,2020,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,4,3,"CS20, CS50, CS51",no idea,3,At least once a week,At least once a week,3,5,At least once a week,4,"HCS, HURC",5,no,yes,5,5,i'm a freshman,4,1,no,"Professors, Mentors","intelligent, hard-working, passionate","Graduate School (includes all types - business school, grad school, med school, etc.)",computer science,,Female,Caucasian,4,the patriarchy,no impact
4/12/2017 13:46:02,Computer Science and Mathematics,Economics,2017,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,4,4,"CS51, CS61, CS121, CS124, CS182, Stat110",3.8,4,3-8 times a semester,3-8 times a semester,3,5,3-8 times a semester,5,No,5,No,Friends,5,3,Trading,4,1,No,None of the above,super try hard,Finance,,,Male,Asian,4,"Culture, stuff from the early years",My friend group is 70% male.
